"","Barcode","Head","Tail","Soap","FusionScan","Prada"
"1135","TCGA-AB-3001-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"1136","TCGA-AB-3001-03A","RNF4","C4orf8","Soapfuse",NA,NA
"1137","TCGA-AB-3001-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1138","TCGA-AB-3001-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1139","TCGA-AB-3001-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1140","TCGA-AB-3001-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"1141","TCGA-AB-3001-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1142","TCGA-AB-3001-03A","TPT1","RPS4X","Soapfuse",NA,NA
"1143","TCGA-AB-3001-03A","TRBV20-1","TRBC2","Soapfuse",NA,NA
"1144","TCGA-AB-3001-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"1145","TCGA-AB-3001-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1146","TCGA-AB-3001-03A","ZNF544","ZNF8","Soapfuse",NA,NA
"1147","TCGA-AB-3005-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1148","TCGA-AB-3005-03A","CTBS","GNG5","Soapfuse",NA,NA
"1149","TCGA-AB-3005-03A","CTSC","RAB38","Soapfuse",NA,NA
"1150","TCGA-AB-3005-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"1151","TCGA-AB-3005-03A","DEXI","TASP1","Soapfuse",NA,NA
"1152","TCGA-AB-3005-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1153","TCGA-AB-3005-03A","HACL1","COLQ","Soapfuse",NA,NA
"1154","TCGA-AB-3005-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"1155","TCGA-AB-3005-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"1156","TCGA-AB-3005-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1157","TCGA-AB-3005-03A","NSUN4","FAAH","Soapfuse",NA,NA
"1158","TCGA-AB-3005-03A","RN18S1","HLA-B","Soapfuse",NA,NA
"1159","TCGA-AB-3005-03A","RN28S1","ACTB","Soapfuse",NA,NA
"1160","TCGA-AB-3005-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1161","TCGA-AB-3005-03A","SIDT2","TAGLN","Soapfuse",NA,NA
"1162","TCGA-AB-3005-03A","SNUPN","PTPN9","Soapfuse",NA,NA
"1163","TCGA-AB-3005-03A","STX16","NPEPL1","Soapfuse",NA,NA
"1164","TCGA-AB-3005-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1165","TCGA-AB-3005-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1166","TCGA-AB-3005-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1167","TCGA-AB-3007-03A","CSF3R","TMEM14B","Soapfuse",NA,NA
"1168","TCGA-AB-3007-03A","ELANE","HBA2","Soapfuse",NA,NA
"1169","TCGA-AB-3007-03A","ELANE","RPL13","Soapfuse",NA,NA
"1170","TCGA-AB-3007-03A","HSH2D","CD3EAP","Soapfuse",NA,NA
"1171","TCGA-AB-3007-03A","ACCS","EXT2","Soapfuse",NA,NA
"1172","TCGA-AB-3007-03A","ACTG1","SLC17A9","Soapfuse",NA,NA
"1173","TCGA-AB-3007-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1174","TCGA-AB-3007-03A","C14orf148","TMED8","Soapfuse",NA,NA
"1175","TCGA-AB-3007-03A","C19orf51","TNNI3","Soapfuse",NA,NA
"1176","TCGA-AB-3007-03A","C9orf43","RGS3","Soapfuse",NA,NA
"1177","TCGA-AB-3007-03A","CTBS","GNG5","Soapfuse",NA,NA
"1178","TCGA-AB-3007-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"1179","TCGA-AB-3007-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"1180","TCGA-AB-3007-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"1181","TCGA-AB-3007-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1182","TCGA-AB-3007-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1183","TCGA-AB-3007-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1184","TCGA-AB-3007-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"1185","TCGA-AB-3007-03A","GPX7","FAM159A","Soapfuse",NA,NA
"1186","TCGA-AB-3007-03A","HACL1","COLQ","Soapfuse",NA,NA
"1187","TCGA-AB-3007-03A","HERC2","MPHOSPH10","Soapfuse",NA,NA
"1188","TCGA-AB-3007-03A","HNRNPUL2","BSCL2","Soapfuse",NA,NA
"1189","TCGA-AB-3007-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"1190","TCGA-AB-3007-03A","MED8","ELOVL1","Soapfuse",NA,NA
"1191","TCGA-AB-3007-03A","NACA","RPS6","Soapfuse",NA,NA
"1192","TCGA-AB-3007-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1193","TCGA-AB-3007-03A","NSUN4","FAAH","Soapfuse",NA,NA
"1194","TCGA-AB-3007-03A","PRH1","PRR4","Soapfuse",NA,NA
"1195","TCGA-AB-3007-03A","PRIM1","NACA","Soapfuse",NA,NA
"1196","TCGA-AB-3007-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"1197","TCGA-AB-3007-03A","RN28S1","ELANE","Soapfuse",NA,NA
"1198","TCGA-AB-3007-03A","RPL30","USP4","Soapfuse",NA,NA
"1199","TCGA-AB-3007-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1200","TCGA-AB-3007-03A","SHANK3","ACR","Soapfuse",NA,NA
"1201","TCGA-AB-3007-03A","SLC35A3","HIAT1","Soapfuse",NA,NA
"1202","TCGA-AB-3007-03A","SMG5","PAQR6","Soapfuse",NA,NA
"1203","TCGA-AB-3007-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1204","TCGA-AB-3007-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"1205","TCGA-AB-3007-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1206","TCGA-AB-3007-03A","TEKT2","ADPRHL2","Soapfuse",NA,NA
"1207","TCGA-AB-3007-03A","TMSB4Y","KALP","Soapfuse",NA,NA
"1208","TCGA-AB-3007-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1209","TCGA-AB-3007-03A","TRBV20-1","TRBC1","Soapfuse",NA,NA
"1210","TCGA-AB-3007-03A","TRBV20-1","TRBC2","Soapfuse",NA,NA
"1211","TCGA-AB-3007-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"1212","TCGA-AB-3007-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1213","TCGA-AB-3007-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1214","TCGA-AB-3007-03A","VIPAR","C14orf148","Soapfuse",NA,NA
"1215","TCGA-AB-3007-03A","ZFP41","GLI4","Soapfuse",NA,NA
"1216","TCGA-AB-3007-03A","ZHX1","C8orf76","Soapfuse",NA,NA
"1217","TCGA-AB-3007-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"1218","TCGA-AB-3012-03A","ADCK4","NUMBL","Soapfuse",NA,NA
"1219","TCGA-AB-3012-03A","C16orf53","MVP","Soapfuse",NA,NA
"1220","TCGA-AB-3012-03A","C9orf43","RGS3","Soapfuse",NA,NA
"1221","TCGA-AB-3012-03A","CAMK2G","NDST2","Soapfuse",NA,NA
"1222","TCGA-AB-3012-03A","CECR7","IL17RA","Soapfuse",NA,NA
"1223","TCGA-AB-3012-03A","CPA3","ELANE","Soapfuse",NA,NA
"1224","TCGA-AB-3012-03A","CTBS","GNG5","Soapfuse",NA,NA
"1225","TCGA-AB-3012-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1226","TCGA-AB-3012-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1227","TCGA-AB-3012-03A","GAPDHP21","GAPDH","Soapfuse",NA,NA
"1228","TCGA-AB-3012-03A","HACL1","COLQ","Soapfuse",NA,NA
"1229","TCGA-AB-3012-03A","IGHA1","NEGR1","Soapfuse",NA,NA
"1230","TCGA-AB-3012-03A","IGHV3-30","IGHM","Soapfuse",NA,NA
"1231","TCGA-AB-3012-03A","IL17RC","CRELD1","Soapfuse",NA,NA
"1232","TCGA-AB-3012-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"1233","TCGA-AB-3012-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"1234","TCGA-AB-3012-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1235","TCGA-AB-3012-03A","P4HB","SSU72","Soapfuse",NA,NA
"1236","TCGA-AB-3012-03A","SMG5","PAQR6","Soapfuse",NA,NA
"1237","TCGA-AB-3012-03A","TEKT2","ADPRHL2","Soapfuse",NA,NA
"1238","TCGA-AB-3012-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1239","TCGA-AB-3012-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1240","TCGA-AB-3012-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1241","TCGA-AB-3012-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"1242","TCGA-AB-2805-03A","ASNSD1","ANKAR","Soapfuse",NA,NA
"1243","TCGA-AB-2805-03A","CTBS","GNG5","Soapfuse",NA,NA
"1244","TCGA-AB-2805-03A","CTSS","HORMAD1","Soapfuse",NA,NA
"1245","TCGA-AB-2805-03A","DHTKD1","SEC61A2","Soapfuse",NA,NA
"1246","TCGA-AB-2805-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1247","TCGA-AB-2805-03A","EVI2A","EVI2B","Soapfuse",NA,NA
"1248","TCGA-AB-2805-03A","FAM175A","HELQ","Soapfuse",NA,NA
"1249","TCGA-AB-2805-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"1250","TCGA-AB-2805-03A","JAK3","INSL3","Soapfuse",NA,NA
"1251","TCGA-AB-2805-03A","MS4A7","MS4A14","Soapfuse",NA,NA
"1252","TCGA-AB-2805-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1253","TCGA-AB-2805-03A","PRR13","PCBP2","Soapfuse",NA,NA
"1254","TCGA-AB-2805-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1255","TCGA-AB-2805-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1256","TCGA-AB-2805-03A","SLC25A16","DNA2","Soapfuse",NA,NA
"1257","TCGA-AB-2805-03A","SLC35A3","HIAT1","Soapfuse",NA,NA
"1258","TCGA-AB-2805-03A","SOS2","C14orf138","Soapfuse",NA,NA
"1259","TCGA-AB-2805-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1260","TCGA-AB-2805-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1261","TCGA-AB-2805-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"1262","TCGA-AB-2805-03A","UBE2Q2","FBXO22","Soapfuse",NA,NA
"1263","TCGA-AB-2805-03A","UCHL3","LMO7","Soapfuse",NA,NA
"1264","TCGA-AB-2807-03A","CD74","RN28S1","Soapfuse",NA,NA
"1265","TCGA-AB-2807-03A","ABHD2","FANCI","Soapfuse",NA,NA
"1266","TCGA-AB-2807-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1267","TCGA-AB-2807-03A","BPTF","LRRC37A3","Soapfuse",NA,NA
"1268","TCGA-AB-2807-03A","BPTF","LRRC37B","Soapfuse",NA,NA
"1269","TCGA-AB-2807-03A","BUD31","ATAD3C","Soapfuse",NA,NA
"1270","TCGA-AB-2807-03A","C10orf112","PLXDC2","Soapfuse",NA,NA
"1271","TCGA-AB-2807-03A","CTBS","GNG5","Soapfuse",NA,NA
"1272","TCGA-AB-2807-03A","CYTH1","USP36","Soapfuse",NA,NA
"1273","TCGA-AB-2807-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"1274","TCGA-AB-2807-03A","FAM129C","GLT25D1","Soapfuse",NA,NA
"1275","TCGA-AB-2807-03A","FAM175A","HELQ","Soapfuse",NA,NA
"1276","TCGA-AB-2807-03A","GBGT1","RALGDS","Soapfuse",NA,NA
"1277","TCGA-AB-2807-03A","HACL1","COLQ","Soapfuse",NA,NA
"1278","TCGA-AB-2807-03A","IGHG2","IGHV3-7","Soapfuse",NA,NA
"1279","TCGA-AB-2807-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"1280","TCGA-AB-2807-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"1281","TCGA-AB-2807-03A","MBD1","CCDC11","Soapfuse",NA,NA
"1282","TCGA-AB-2807-03A","MLYCD","OSGIN1","Soapfuse",NA,NA
"1283","TCGA-AB-2807-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"1284","TCGA-AB-2807-03A","NCUBE1","GABRR2","Soapfuse",NA,NA
"1285","TCGA-AB-2807-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1286","TCGA-AB-2807-03A","NFATC3","PLA2G15","Soapfuse",NA,NA
"1287","TCGA-AB-2807-03A","NFU1","GFPT1","Soapfuse",NA,NA
"1288","TCGA-AB-2807-03A","PFN1","RN28S1","Soapfuse",NA,NA
"1289","TCGA-AB-2807-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"1290","TCGA-AB-2807-03A","PRH1","PRR4","Soapfuse",NA,NA
"1291","TCGA-AB-2807-03A","PRR13","PCBP2","Soapfuse",NA,NA
"1292","TCGA-AB-2807-03A","RN18S1","CD37","Soapfuse",NA,NA
"1293","TCGA-AB-2807-03A","RN28S1","CD74","Soapfuse",NA,NA
"1294","TCGA-AB-2807-03A","RN28S1","AGPAT1","Soapfuse",NA,NA
"1295","TCGA-AB-2807-03A","RN28S1","H1FX","Soapfuse",NA,NA
"1296","TCGA-AB-2807-03A","RN28S1","NONO","Soapfuse",NA,NA
"1297","TCGA-AB-2807-03A","RN28S1","PTMA","Soapfuse",NA,NA
"1298","TCGA-AB-2807-03A","RN28S1","RPS8","Soapfuse",NA,NA
"1299","TCGA-AB-2807-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1300","TCGA-AB-2807-03A","SFT2D2","TBX19","Soapfuse",NA,NA
"1301","TCGA-AB-2807-03A","ST6GALNAC4","ST6GALNAC6","Soapfuse",NA,NA
"1302","TCGA-AB-2807-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1303","TCGA-AB-2807-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1304","TCGA-AB-2807-03A","UGCG","MMADHC","Soapfuse",NA,NA
"1305","TCGA-AB-2808-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1306","TCGA-AB-2808-03A","CTBS","GNG5","Soapfuse",NA,NA
"1307","TCGA-AB-2808-03A","DEFA1","RPS20","Soapfuse",NA,NA
"1308","TCGA-AB-2808-03A","DEFA1B","RPS20","Soapfuse",NA,NA
"1309","TCGA-AB-2808-03A","DEFA3","RPS20","Soapfuse",NA,NA
"1310","TCGA-AB-2808-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1311","TCGA-AB-2808-03A","PRH1","PRR4","Soapfuse",NA,NA
"1312","TCGA-AB-2808-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1313","TCGA-AB-2808-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"1314","TCGA-AB-2808-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1315","TCGA-AB-2808-03A","hsa-mir-1977","SOD1","Soapfuse",NA,NA
"1316","TCGA-AB-2810-03A","RPS19","CD79A","Soapfuse",NA,NA
"1317","TCGA-AB-2810-03A","BLOC1S1","RDH5","Soapfuse",NA,NA
"1318","TCGA-AB-2810-03A","C16orf53","MVP","Soapfuse",NA,NA
"1319","TCGA-AB-2810-03A","CTBS","GNG5","Soapfuse",NA,NA
"1320","TCGA-AB-2810-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1321","TCGA-AB-2810-03A","HOMER3","COPE","Soapfuse",NA,NA
"1322","TCGA-AB-2810-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"1323","TCGA-AB-2810-03A","MLYCD","OSGIN1","Soapfuse",NA,NA
"1324","TCGA-AB-2810-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1325","TCGA-AB-2810-03A","PARL","MAP6D1","Soapfuse",NA,NA
"1326","TCGA-AB-2810-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"1327","TCGA-AB-2810-03A","RPL30","NT5C2","Soapfuse",NA,NA
"1328","TCGA-AB-2810-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1329","TCGA-AB-2810-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"1330","TCGA-AB-2810-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1331","TCGA-AB-2810-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1332","TCGA-AB-2810-03A","TBC1D24","ATP6V0C","Soapfuse",NA,NA
"1333","TCGA-AB-2810-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1334","TCGA-AB-2810-03A","TPM4","KLF2","Soapfuse",NA,NA
"1335","TCGA-AB-2810-03A","TPT1","RN28S1","Soapfuse",NA,NA
"1336","TCGA-AB-2810-03A","UBE2D2","CXXC5","Soapfuse",NA,NA
"1337","TCGA-AB-2810-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1338","TCGA-AB-2812-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1339","TCGA-AB-2812-03A","C16orf53","MVP","Soapfuse",NA,NA
"1340","TCGA-AB-2812-03A","C22orf34","BRD1","Soapfuse",NA,NA
"1341","TCGA-AB-2812-03A","CTBS","GNG5","Soapfuse",NA,NA
"1342","TCGA-AB-2812-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1343","TCGA-AB-2812-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1344","TCGA-AB-2812-03A","GIGYF2","C2orf82","Soapfuse",NA,NA
"1345","TCGA-AB-2812-03A","GKAP1","KIF27","Soapfuse",NA,NA
"1346","TCGA-AB-2812-03A","GNPTAB","NT5C2","Soapfuse",NA,NA
"1347","TCGA-AB-2812-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"1348","TCGA-AB-2812-03A","KLF16","REXO1","Soapfuse",NA,NA
"1349","TCGA-AB-2812-03A","MED8","ELOVL1","Soapfuse",NA,NA
"1350","TCGA-AB-2812-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1351","TCGA-AB-2812-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"1352","TCGA-AB-2812-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"1353","TCGA-AB-2812-03A","PSMA4","CHRNA5","Soapfuse",NA,NA
"1354","TCGA-AB-2812-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1355","TCGA-AB-2812-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1356","TCGA-AB-2812-03A","ZHX1","C8orf76","Soapfuse",NA,NA
"1357","TCGA-AB-2812-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"1358","TCGA-AB-2813-03A","BPTF","LRRC37B","Soapfuse",NA,NA
"1359","TCGA-AB-2813-03A","CAPN10","GPR35","Soapfuse",NA,NA
"1360","TCGA-AB-2813-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"1361","TCGA-AB-2813-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1362","TCGA-AB-2813-03A","KSR1","LGALS9","Soapfuse",NA,NA
"1363","TCGA-AB-2813-03A","NCUBE1","GABRR2","Soapfuse",NA,NA
"1364","TCGA-AB-2813-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1365","TCGA-AB-2813-03A","NSF","LRRC37A","Soapfuse",NA,NA
"1366","TCGA-AB-2813-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1367","TCGA-AB-2813-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1368","TCGA-AB-2813-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1369","TCGA-AB-2813-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1370","TCGA-AB-2813-03A","TPD52L2","DNAJC5","Soapfuse",NA,NA
"1371","TCGA-AB-2816-03A","B2M","ZNF302","Soapfuse",NA,NA
"1372","TCGA-AB-2816-03A","C20orf29","MAVS","Soapfuse",NA,NA
"1373","TCGA-AB-2816-03A","RPL39","PDLIM3","Soapfuse",NA,NA
"1374","TCGA-AB-2816-03A","RPL39","PRRT2","Soapfuse",NA,NA
"1375","TCGA-AB-2816-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1376","TCGA-AB-2818-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1377","TCGA-AB-2818-03A","ASNSD1","ANKAR","Soapfuse",NA,NA
"1378","TCGA-AB-2818-03A","CTBS","GNG5","Soapfuse",NA,NA
"1379","TCGA-AB-2818-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1380","TCGA-AB-2818-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1381","TCGA-AB-2818-03A","GPR77","DHX34","Soapfuse",NA,NA
"1382","TCGA-AB-2818-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"1383","TCGA-AB-2818-03A","KLRAQ1","STON1","Soapfuse",NA,NA
"1384","TCGA-AB-2818-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1385","TCGA-AB-2818-03A","PARG","BMS1","Soapfuse",NA,NA
"1386","TCGA-AB-2818-03A","PRH1","PRR4","Soapfuse",NA,NA
"1387","TCGA-AB-2818-03A","PRR13","PCBP2","Soapfuse",NA,NA
"1388","TCGA-AB-2818-03A","PSMA4","CHRNA5","Soapfuse",NA,NA
"1389","TCGA-AB-2818-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1390","TCGA-AB-2818-03A","SIRPB1","SIRPD","Soapfuse",NA,NA
"1391","TCGA-AB-2818-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1392","TCGA-AB-2818-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1393","TCGA-AB-2820-03A","ACCS","EXT2","Soapfuse",NA,NA
"1394","TCGA-AB-2820-03A","ADCK4","NUMBL","Soapfuse",NA,NA
"1395","TCGA-AB-2820-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1396","TCGA-AB-2820-03A","ANXA7","TTC18","Soapfuse",NA,NA
"1397","TCGA-AB-2820-03A","BANP","RUNDC2B","Soapfuse",NA,NA
"1398","TCGA-AB-2820-03A","BPTF","LRRC37A2","Soapfuse",NA,NA
"1399","TCGA-AB-2820-03A","BPTF","LRRC37A3","Soapfuse",NA,NA
"1400","TCGA-AB-2820-03A","CECR7","IL17RA","Soapfuse",NA,NA
"1401","TCGA-AB-2820-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"1402","TCGA-AB-2820-03A","DDX56","NPC1L1","Soapfuse",NA,NA
"1403","TCGA-AB-2820-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1404","TCGA-AB-2820-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1405","TCGA-AB-2820-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1406","TCGA-AB-2820-03A","GOSR1","ZNF207","Soapfuse",NA,NA
"1407","TCGA-AB-2820-03A","HACL1","COLQ","Soapfuse",NA,NA
"1408","TCGA-AB-2820-03A","JAK3","INSL3","Soapfuse",NA,NA
"1409","TCGA-AB-2820-03A","KLF16","REXO1","Soapfuse",NA,NA
"1410","TCGA-AB-2820-03A","KLHL33","TEP1","Soapfuse",NA,NA
"1411","TCGA-AB-2820-03A","LSP1","TNNT3","Soapfuse",NA,NA
"1412","TCGA-AB-2820-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"1413","TCGA-AB-2820-03A","NCUBE1","GABRR2","Soapfuse",NA,NA
"1414","TCGA-AB-2820-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1415","TCGA-AB-2820-03A","PPRC1","NOLC1","Soapfuse",NA,NA
"1416","TCGA-AB-2820-03A","SFT2D2","TBX19","Soapfuse",NA,NA
"1417","TCGA-AB-2820-03A","SLC39A1","CRTC2","Soapfuse",NA,NA
"1418","TCGA-AB-2820-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1419","TCGA-AB-2820-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1420","TCGA-AB-2820-03A","UCHL3","LMO7","Soapfuse",NA,NA
"1421","TCGA-AB-2821-03A","ELANE","CFD","Soapfuse",NA,NA
"1422","TCGA-AB-2821-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1423","TCGA-AB-2821-03A","AKAP8L","AKAP8","Soapfuse",NA,NA
"1424","TCGA-AB-2821-03A","BPTF","LRRC37A","Soapfuse",NA,NA
"1425","TCGA-AB-2821-03A","C16orf53","MVP","Soapfuse",NA,NA
"1426","TCGA-AB-2821-03A","C20orf29","MAVS","Soapfuse",NA,NA
"1427","TCGA-AB-2821-03A","CUTC","ABCC2","Soapfuse",NA,NA
"1428","TCGA-AB-2821-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"1429","TCGA-AB-2821-03A","FCRL1","FCRL2","Soapfuse",NA,NA
"1430","TCGA-AB-2821-03A","GBP3","RBMXL1","Soapfuse",NA,NA
"1431","TCGA-AB-2821-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"1432","TCGA-AB-2821-03A","IGHG2","IGHV4-34","Soapfuse",NA,NA
"1433","TCGA-AB-2821-03A","IGHG2","IGHV4-4","Soapfuse",NA,NA
"1434","TCGA-AB-2821-03A","IL17RC","CRELD1","Soapfuse",NA,NA
"1435","TCGA-AB-2821-03A","KIAA0101","CSNK1G1","Soapfuse",NA,NA
"1436","TCGA-AB-2821-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1437","TCGA-AB-2821-03A","NUP210","PTPLAD1","Soapfuse",NA,NA
"1438","TCGA-AB-2821-03A","PMS2L1","GATS","Soapfuse",NA,NA
"1439","TCGA-AB-2821-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"1440","TCGA-AB-2821-03A","PRIM1","NACA","Soapfuse",NA,NA
"1441","TCGA-AB-2821-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"1442","TCGA-AB-2821-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1443","TCGA-AB-2821-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1444","TCGA-AB-2821-03A","SMG5","PAQR6","Soapfuse",NA,NA
"1445","TCGA-AB-2821-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1446","TCGA-AB-2821-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"1447","TCGA-AB-2821-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1448","TCGA-AB-2821-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"1449","TCGA-AB-2821-03A","UBE2D2","CXXC5","Soapfuse",NA,NA
"1450","TCGA-AB-2821-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1451","TCGA-AB-2821-03A","ZHX1","C8orf76","Soapfuse",NA,NA
"1452","TCGA-AB-2822-03A","GTF3C2","MPV17","Soapfuse",NA,NA
"1453","TCGA-AB-2822-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1454","TCGA-AB-2822-03A","GIMAP2","GIMAP1","Soapfuse",NA,NA
"1455","TCGA-AB-2822-03A","JUND","KIAA1683","Soapfuse",NA,NA
"1456","TCGA-AB-2822-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"1457","TCGA-AB-2822-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"1458","TCGA-AB-2822-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1459","TCGA-AB-2822-03A","RPL30","NT5C2","Soapfuse",NA,NA
